club_name,city,state,league,tier,tier_label,conference,division,gender,source_file
WIUFC,,WI,The National League,T2,Competitive Travel,North,Boys Premier 2,Boys,national_league_clubs.csv
Columbus Express,,IN,The National League,T2,Competitive Travel,Ohio Valley,Boys Premier 2,Boys,national_league_clubs.csv
Indy Premier SC,,IN,The National League,T2,Competitive Travel,Ohio Valley,Boys Premier 2,Boys,national_league_clubs.csv
Kings Hammer - NKY Academy,,KY,The National League,T2,Competitive Travel,Ohio Valley,Boys Premier 2,Boys,national_league_clubs.csv
Total Futbol Academy,,OH,The National League,T2,Competitive Travel,Ohio Valley,Boys Premier 2,Boys,national_league_clubs.csv
Union FC Indy,,IN,The National League,T2,Competitive Travel,Ohio Valley,Boys Premier 2,Boys,national_league_clubs.csv
USA of Indiana,,IN,The National League,T2,Competitive Travel,Ohio Valley,Boys Premier 2,Boys,national_league_clubs.csv
AYSO United CA,,CA,The National League,T2,Competitive Travel,Pacific,Boys Premier 2,Boys,national_league_clubs.csv
Crusaders SC,,CA,The National League,T2,Competitive Travel,Pacific,Boys Premier 2,Boys,national_league_clubs.csv
FC Man United,,CA,The National League,T2,Competitive Travel,Pacific,Boys Premier 2,Boys,national_league_clubs.csv
Legends FC San Diego,,CA,The National League,T2,Competitive Travel,Pacific,Boys Premier 2,Boys,national_league_clubs.csv
Legends FC SD North,,CA,The National League,T2,Competitive Travel,Pacific,Boys Premier 2,Boys,national_league_clubs.csv
SoCal Elite FC,,CA,The National League,T2,Competitive Travel,Pacific,Boys Premier 2,Boys,national_league_clubs.csv
Bulls Soccer Club,,SC,The National League,T2,Competitive Travel,Piedmont,Boys Premier 2,Boys,national_league_clubs.csv
Carolina Elite Soccer Academy,,SC,The National League,T2,Competitive Travel,Piedmont,Boys Premier 2,Boys,national_league_clubs.csv
Charleston Soccer Club,,SC,The National League,T2,Competitive Travel,Piedmont,Boys Premier 2,Boys,national_league_clubs.csv
Coast Futbol Alliance,,SC,The National League,T2,Competitive Travel,Piedmont,Boys Premier 2,Boys,national_league_clubs.csv
South Carolina United FC,,SC,The National League,T2,Competitive Travel,Piedmont,Boys Premier 2,Boys,national_league_clubs.csv
United FC-Furman,,SC,The National League,T2,Competitive Travel,Piedmont,Boys Premier 2,Boys,national_league_clubs.csv
Doral SC,,FL,The National League,T2,Competitive Travel,Sunshine,Boys Premier 2,Boys,national_league_clubs.csv
Key Biscayne SC,,FL,The National League,T2,Competitive Travel,Sunshine,Boys Premier 2,Boys,national_league_clubs.csv
PSG Academy FL,,FL,The National League,T2,Competitive Travel,Sunshine,Boys Premier 2,Boys,national_league_clubs.csv
PSL Soccer Club Hurricanes Inc,,FL,The National League,T2,Competitive Travel,Sunshine,Boys Premier 2,Boys,national_league_clubs.csv
Strikers Miami FC,,FL,The National League,T2,Competitive Travel,Sunshine,Boys Premier 2,Boys,national_league_clubs.csv
Tropical SC,,FL,The National League,T2,Competitive Travel,Sunshine,Boys Premier 2,Boys,national_league_clubs.csv
W&H America,,FL,The National League,T2,Competitive Travel,Sunshine,Boys Premier 2,Boys,national_league_clubs.csv
West Pines United FC,,FL,The National League,T2,Competitive Travel,Sunshine,Boys Premier 2,Boys,national_league_clubs.csv
BVB International Academy NTX,,TX,Girls Academy,T3,Elite Club,Frontier,,Girls,girls_academy_clubs.csv
HTX Soccer,,TX,Girls Academy,T3,Elite Club,Frontier,,Girls,girls_academy_clubs.csv
Lonestar SC Red,,TX,Girls Academy,T3,Elite Club,Frontier,,Girls,girls_academy_clubs.csv
Lonestar SC Black,,TX,Girls Academy,T3,Elite Club,Frontier,,Girls,girls_academy_clubs.csv
Lou Fusz Athletic,,MO,Girls Academy,T3,Elite Club,Frontier,,Girls,girls_academy_clubs.csv
Louisiana TDP Elite,,LA,Girls Academy,T3,Elite Club,Frontier,,Girls,girls_academy_clubs.csv
Renegades Soccer Club,,TX,Girls Academy,T3,Elite Club,Frontier,,Girls,girls_academy_clubs.csv
RISE Soccer Club,,TX,Girls Academy,T3,Elite Club,Frontier,,Girls,girls_academy_clubs.csv
San Antonio City SC,,TX,Girls Academy,T3,Elite Club,Frontier,,Girls,girls_academy_clubs.csv
St. Louis Development Academy,,MO,Girls Academy,T3,Elite Club,Frontier,,Girls,girls_academy_clubs.csv
Chicago FC United,,IL,Girls Academy,T3,Elite Club,Mid-America,,Girls,girls_academy_clubs.csv
Cincinnati United Premier,,OH,Girls Academy,T3,Elite Club,Mid-America,,Girls,girls_academy_clubs.csv
Indy Premier United,,IN,Girls Academy,T3,Elite Club,Mid-America,,Girls,girls_academy_clubs.csv
Lexington Sporting Club,,KY,Girls Academy,T3,Elite Club,Mid-America,,Girls,girls_academy_clubs.csv
Michigan Jaguars FC,,MI,Girls Academy,T3,Elite Club,Mid-America,,Girls,girls_academy_clubs.csv
Nationals Blue,,MI,Girls Academy,T3,Elite Club,Mid-America,,Girls,girls_academy_clubs.csv
Nationals Gray,,MI,Girls Academy,T3,Elite Club,Mid-America,,Girls,girls_academy_clubs.csv
Sockers FC,,IL,Girls Academy,T3,Elite Club,Mid-America,,Girls,girls_academy_clubs.csv
Central Illinois United,,IL,Girls Academy,T3,Elite Club,Midwest,,Girls,girls_academy_clubs.csv
Galaxy SC,,IL,Girls Academy,T3,Elite Club,Midwest,,Girls,girls_academy_clubs.csv
Kansas Rush Soccer Club,,KS,Girls Academy,T3,Elite Club,Midwest,,Girls,girls_academy_clubs.csv
Salvo SC,,MN,Girls Academy,T3,Elite Club,Midwest,,Girls,girls_academy_clubs.csv
SC Wave,,WI,Girls Academy,T3,Elite Club,Midwest,,Girls,girls_academy_clubs.csv
Sporting Nebraska FC,,NE,Girls Academy,T3,Elite Club,Midwest,,Girls,girls_academy_clubs.csv
Tonka Fusion Elite,,MN,Girls Academy,T3,Elite Club,Midwest,,Girls,girls_academy_clubs.csv
VSA Rush,,IA,Girls Academy,T3,Elite Club,Midwest,,Girls,girls_academy_clubs.csv
Baltimore Armour,,MD,Girls Academy,T3,Elite Club,Mid-Atlantic,,Girls,girls_academy_clubs.csv
Baltimore Celtic,,MD,Girls Academy,T3,Elite Club,Mid-Atlantic,,Girls,girls_academy_clubs.csv
Beadling SC,,PA,Girls Academy,T3,Elite Club,Mid-Atlantic,,Girls,girls_academy_clubs.csv
Century United FC,,PA,Girls Academy,T3,Elite Club,Mid-Atlantic,,Girls,girls_academy_clubs.csv
Keystone FC,,PA,Girls Academy,T3,Elite Club,Mid-Atlantic,,Girls,girls_academy_clubs.csv
Philadelphia Ukrainian Nationals,,PA,Girls Academy,T3,Elite Club,Mid-Atlantic,,Girls,girls_academy_clubs.csv
PA Classics,,PA,Girls Academy,T3,Elite Club,Mid-Atlantic,,Girls,girls_academy_clubs.csv
Real Jersey FC,,NJ,Girls Academy,T3,Elite Club,Mid-Atlantic,,Girls,girls_academy_clubs.csv
SJEB FC,,NJ,Girls Academy,T3,Elite Club,Mid-Atlantic,,Girls,girls_academy_clubs.csv
Skyline Elite SC,,VA,Girls Academy,T3,Elite Club,Mid-Atlantic,,Girls,girls_academy_clubs.csv
Sporting AC,,DE,Girls Academy,T3,Elite Club,Mid-Atlantic,,Girls,girls_academy_clubs.csv
TSJ FC Virginia,,VA,Girls Academy,T3,Elite Club,Mid-Atlantic,,Girls,girls_academy_clubs.csv
Albion SC Las Vegas,,NV,Girls Academy,T3,Elite Club,Mountain West,,Girls,girls_academy_clubs.csv
Broomfield Soccer Club,,CO,Girls Academy,T3,Elite Club,Mountain West,,Girls,girls_academy_clubs.csv
Colorado United,,CO,Girls Academy,T3,Elite Club,Mountain West,,Girls,girls_academy_clubs.csv
Las Vegas Sports Academy,,NV,Girls Academy,T3,Elite Club,Mountain West,,Girls,girls_academy_clubs.csv
New Mexico Soccer Academy,,NM,Girls Academy,T3,Elite Club,Mountain West,,Girls,girls_academy_clubs.csv
Rio Rapids SC,,NM,Girls Academy,T3,Elite Club,Mountain West,,Girls,girls_academy_clubs.csv
Utah Celtic FC,,UT,Girls Academy,T3,Elite Club,Mountain West,,Girls,girls_academy_clubs.csv
Wasatch SC,,UT,Girls Academy,T3,Elite Club,Mountain West,,Girls,girls_academy_clubs.csv
Cedar Stars Academy - Monmouth,,NJ,Girls Academy,T3,Elite Club,Northeast,,Girls,girls_academy_clubs.csv
Cedar Stars Academy - Bergen,,NJ,Girls Academy,T3,Elite Club,Northeast,,Girls,girls_academy_clubs.csv
Long Island SC,,NY,Girls Academy,T3,Elite Club,Northeast,,Girls,girls_academy_clubs.csv
NEFC,,MA,Girls Academy,T3,Elite Club,Northeast,,Girls,girls_academy_clubs.csv
New York Soccer Club,,NY,Girls Academy,T3,Elite Club,Northeast,,Girls,girls_academy_clubs.csv
Oakwood SC,,CT,Girls Academy,T3,Elite Club,Northeast,,Girls,girls_academy_clubs.csv
Rochester NYFC Youth,,NY,Girls Academy,T3,Elite Club,Northeast,,Girls,girls_academy_clubs.csv
Seacoast United,,NH,Girls Academy,T3,Elite Club,Northeast,,Girls,girls_academy_clubs.csv
South Shore Select,,MA,Girls Academy,T3,Elite Club,Northeast,,Girls,girls_academy_clubs.csv
STA,,NJ,Girls Academy,T3,Elite Club,Northeast,,Girls,girls_academy_clubs.csv
Syracuse Development Academy,,NY,Girls Academy,T3,Elite Club,Northeast,,Girls,girls_academy_clubs.csv
Almaden FC,,CA,Girls Academy,T3,Elite Club,Northwest,,Girls,girls_academy_clubs.csv
Clovis Crossfire,,CA,Girls Academy,T3,Elite Club,Northwest,,Girls,girls_academy_clubs.csv
Lamorinda SC,,CA,Girls Academy,T3,Elite Club,Northwest,,Girls,girls_academy_clubs.csv
Los Gatos United,,CA,Girls Academy,T3,Elite Club,Northwest,,Girls,girls_academy_clubs.csv
Sacramento United,,CA,Girls Academy,T3,Elite Club,Northwest,,Girls,girls_academy_clubs.csv
San Francisco Elite Academy,,CA,Girls Academy,T3,Elite Club,Northwest,,Girls,girls_academy_clubs.csv
Santa Clara Sporting,,CA,Girls Academy,T3,Elite Club,Northwest,,Girls,girls_academy_clubs.csv
Silicon Valley SA,,CA,Girls Academy,T3,Elite Club,Northwest,,Girls,girls_academy_clubs.csv
West Coast Soccer Club,,CA,Girls Academy,T3,Elite Club,Northwest,,Girls,girls_academy_clubs.csv
Oregon Premier FC,,OR,Girls Academy,T3,Elite Club,Pacific Northwest,,Girls,girls_academy_clubs.csv
Capital FC,,OR,Girls Academy,T3,Elite Club,Pacific Northwest,,Girls,girls_academy_clubs.csv
Columbia Premier SC,,WA,Girls Academy,T3,Elite Club,Pacific Northwest,,Girls,girls_academy_clubs.csv
Eugene Metro Futbol Club,,OR,Girls Academy,T3,Elite Club,Pacific Northwest,,Girls,girls_academy_clubs.csv
Liverpool FC IA Washington,,WA,Girls Academy,T3,Elite Club,Pacific Northwest,,Girls,girls_academy_clubs.csv
Seattle Reign Academy,,WA,Girls Academy,T3,Elite Club,Pacific Northwest,,Girls,girls_academy_clubs.csv
Seattle Celtic,,WA,Girls Academy,T3,Elite Club,Pacific Northwest,,Girls,girls_academy_clubs.csv
Spokane Shadow,,WA,Girls Academy,T3,Elite Club,Pacific Northwest,,Girls,girls_academy_clubs.csv
Washington Rush,,WA,Girls Academy,T3,Elite Club,Pacific Northwest,,Girls,girls_academy_clubs.csv
Washington East Surf SC,,WA,Girls Academy,T3,Elite Club,Pacific Northwest,,Girls,girls_academy_clubs.csv
AFC Lightning,,GA,Girls Academy,T3,Elite Club,Southeast,,Girls,girls_academy_clubs.csv
Florida United,,FL,Girls Academy,T3,Elite Club,Southeast,,Girls,girls_academy_clubs.csv
IMG Academy,,FL,Girls Academy,T3,Elite Club,Southeast,,Girls,girls_academy_clubs.csv
PBG Predators,,FL,Girls Academy,T3,Elite Club,Southeast,,Girls,girls_academy_clubs.csv
South Carolina Surf,,SC,Girls Academy,T3,Elite Club,Southeast,,Girls,girls_academy_clubs.csv
Southern Soccer Academy,,GA,Girls Academy,T3,Elite Club,Southeast,,Girls,girls_academy_clubs.csv
Tophat Gold,,GA,Girls Academy,T3,Elite Club,Southeast,,Girls,girls_academy_clubs.csv
Tophat Navy,,GA,Girls Academy,T3,Elite Club,Southeast,,Girls,girls_academy_clubs.csv
United Soccer Alliance,,FL,Girls Academy,T3,Elite Club,Southeast,,Girls,girls_academy_clubs.csv
Wake FC,,NC,Girls Academy,T3,Elite Club,Southeast,,Girls,girls_academy_clubs.csv
West Florida Flames,,FL,Girls Academy,T3,Elite Club,Southeast,,Girls,girls_academy_clubs.csv
Albion SC San Diego,,CA,Girls Academy,T3,Elite Club,Southwest,,Girls,girls_academy_clubs.csv
City SC,,CA,Girls Academy,T3,Elite Club,Southwest,,Girls,girls_academy_clubs.csv
FC Tucson,,AZ,Girls Academy,T3,Elite Club,Southwest,,Girls,girls_academy_clubs.csv
FRAM Soccer Club,,CA,Girls Academy,T3,Elite Club,Southwest,,Girls,girls_academy_clubs.csv
LA Surf SC,,CA,Girls Academy,T3,Elite Club,Southwest,,Girls,girls_academy_clubs.csv
Murrieta Soccer Academy,,CA,Girls Academy,T3,Elite Club,Southwest,,Girls,girls_academy_clubs.csv
SC del Sol,,AZ,Girls Academy,T3,Elite Club,Southwest,,Girls,girls_academy_clubs.csv
SDSC Surf,,CA,Girls Academy,T3,Elite Club,Southwest,,Girls,girls_academy_clubs.csv
West Coast FC,,CA,Girls Academy,T3,Elite Club,Southwest,,Girls,girls_academy_clubs.csv
1974 Newark FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
AC Los Banos,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
AC Marin,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Ajax United,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Alameda Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Albany Berkeley Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
ALBION SC Central Valley,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
ALBION SC Merced,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
ALBION SC Silicon Valley,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
ALBION SC Silicon Valley East Bay,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Allstars SC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Almaden FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Association Football Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Atletico Santa Rosa,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Ballistic United,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Bay Area Surf,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Belmont United,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Black Oaks Youth Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Blues FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Burlingame Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Butte United Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
California Magic Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
California Odyssey Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Capital Valley Futbol Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Castro Valley Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Central California Soccer Alliance,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Central Coast FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Central Valley Premier FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Ceres Rush,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Chesterfield Sunday League,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Chico Cal Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
City SC Kings County,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Clippers FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Clovis Crossfire,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Corte Madera Football Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
CV Futbol Academy,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Davis Legacy Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Diablo Valley Futbol Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Dixon Leon SC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Dnamo FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Dublin United,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
East Bay United,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Eastshore Alliance FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
El Camino FC Salinas,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
El Dorado Hills Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Elk Grove Soccer,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Elk Grove Surf,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Elk Grove United SC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
FC Fresno Academy,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Folsom Lake Surf,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Force,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
FRESNO HEAT FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Fruitridge Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Girls Unite,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
GotSport United (Demo Only),,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Granite Bay FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Hollister Tremors,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
JSC Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Legends FC (SJ),,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Livermore Fusion SC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Loomis Youth Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Los Banos Valley Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Los Gatos United Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Madera United Futbol Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
MANTECA FUTBOL CLUB,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Marin FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Mendocino County Sports Academy,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Merced United FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Mission Youth Soccer League,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Monterey Surf Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Mt Diablo Mustang Soccer,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Mustang Soccer,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
MVLA,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
MVLA East,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Napa Sport Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Napa United,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Natomas Rush FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
North Bay Premier Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
North Coast Futbol Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Northern Nevada Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
North Marin United,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Oakland Genesis,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Oakland Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
OV Toros FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Pacifica United Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Pajaro Valley Youth Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Palo Alto SC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Peninsula Youth Soccer,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Piedmont SC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Placer United Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
PSV Union FC Academy,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Real Atletico Futbol Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Real Salinas,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Reno APEX Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Revolution FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Revolution SC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Richmond Sol Cobras,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Richmond United SC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Rocklin FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Roseville Youth Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Sacramento Alliance SC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Sacramento United,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
San Carlos United Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
San Francisco Glens Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
San Francisco Seals,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Sanger FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
San Jose Rush,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
San Juan South Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
San Mateo County FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
San Pablo United YSC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Santa Clara Sporting,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Santa Cruz City Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Santa Cruz Mid-County Youth Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Santa Cruz United Football Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Santa Rosa Empire Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Santa Rosa United Soccer,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Sentinels Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
SF Aftershocks FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
SF United FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Sheriffs FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Sierra Surf SC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Silicon Valley Eagles,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Solano Surf,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Sonoma County Premier,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Sonoma Valley United,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
South Tahoe FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
South Valley Chivas Academy,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
South Valley United Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Stanford Strikers FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Stanislaus United,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Stockton Storm Futbol Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Stockton TLJ FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Sunnyvale Alliance SC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Tahuichi F.C. Youth Soccer,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Tracy United,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
TSP FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Turlock Academica Jrs,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
UC Premier,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Union Sacramento FC,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
USA Stars Academy,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Vacaville United Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Valley Surf | America,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Valley United Soccer Club Association,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Walnut Creek Surf Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
West Coast Soccer,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
West Coast Soccer Tracy,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
West Valley Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
Woodland Soccer Club,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
WSC Crush,,,NorCal NPL,T2,Competitive Travel,,,Mixed,npl_clubs.csv
