club_name,city,state,league,tier,tier_label,conference,division,gender,source_file
TKO Premier SC,,MI,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Traverse Bay Area Youth Soccer (TBAYS),,MI,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
United Soccer Athletes,,MI,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Vardar Soccer Club,,MI,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Warriors Soccer Club,,MI,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Waza FC,,MI,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Minnesota Youth Soccer Association (MYSA),,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Albany-Avon Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Alexandria Area Soccer Association,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Andover Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Arrowhead Youth Soccer Association,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Bloomington United Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Boreal FC,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
BV United Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Cambridge-Isanti Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Centennial Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Central Minnesota Youth Soccer Association (CMYSA),,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Eden Prairie Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Edina Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Fusion Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Joy of the People,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Kickers FC,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Lakeville Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Mahtomedi Soccer Association,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
MapleBrook Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Minneapolis United Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Minnesota Rush,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Minnesota Thunder Academy,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Minnesota United FC Academy,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
MN Soccer Academy,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
North East United Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
North Suburban Soccer Association,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
North United Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Northfield Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Park Valley United FC,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Saint Paul Blackhawks Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Salvo Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Shattuck-St. Mary’s Soccer Center of Excellence,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Soccer Shots Twin Cities,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
St. Croix Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Tonka Fusion Elite,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Twin Cities Rush Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
CC United Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Cottage Grove United Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Dakota United Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
East Ridge Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Faribault Soccer Association,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Hermantown Youth Soccer Association,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Hutchinson Soccer Association,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Lakeville North Soccer Association,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Lakeville South Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Rochester Youth Soccer,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
St. Cloud Youth Soccer Association,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Tri-City United Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Two Rivers Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Waconia Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Willmar Soccer Association,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Winona Youth Soccer Association,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Woodbury Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Prior Lake Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Richfield Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
St. Louis Park Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
ThunderBolts Development Program (MTA),,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Tri-City Storm Soccer Club,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
West Suburban Soccer,,MN,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Mississippi Soccer Association (MSA),,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Bay Area Youth Soccer,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Biloxi Soccer Organization,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Brandon Futbol Club,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Byram Youth Soccer Association,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Caledonia Park Commission Soccer,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Central Jackson Soccer Organization,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Clinton Soccer Association,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Columbus Soccer Organization,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Desoto County Soccer Association,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Desoto Lobos Rush,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
East Central Soccer Club,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Florence Youth Soccer Association,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Greenville Youth Soccer Association (GYSA),,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Greenwood Youth Soccer Organization,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Gulf Coast United Futbol Club,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Jackson Futbol Club,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Mini Kicks Academy,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Mississippi Futbol Club / South Madison County Soccer,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Mississippi Rush United,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Mississippi Soccer Association,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Northwest Rankin Athletic Association Soccer,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Oxford Futbol Club,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Pearl River Soccer Club,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Pearl Youth Soccer League,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Poplarville Soccer Club,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
South Mississippi Soccer Club (SMSC),,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Southern States Soccer / The Oakes Training Center,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Southwest Jackson Soccer League,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Tupelo Futbol Club,,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Vicksburg Soccer Organization (VSO),,MS,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Missouri Youth Soccer Association (MYSA),,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Ajax St. Louis SC,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Alliance FC,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Blue Springs Soccer Club,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Boonville Soccer Academy,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
CC United Soccer Club,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Columbia Rush Soccer Club,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Impact City FC St. Louis,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
JB Marine SC,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Jaguar Academy,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Kirkwood United,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Lake Country Soccer,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Lou Fusz Athletic,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Missouri Rush Soccer Club,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Moberly Area Soccer Association,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
NORCO Soccer Club,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Northern Missouri FC,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Paul Klover Soccer Association,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Real WC St. Louis,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
River City FC,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Saint Charles FC,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Saint Louis FC Youth / SLYSA,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Saint Louis Legends SC,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
SEMO Elite FC,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Southwest Missouri Rush,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Sporting Brookside SC,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Sporting City East,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Sporting Columbia SC,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Sporting Springfield,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Sporting Saint Louis,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
St. Charles Youth Soccer Association (SCCYSA),,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
St. Joseph Youth Soccer Association,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
St. Louis CITY SC Academy,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
St. Louis Development Academy (STLDA),,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
St. Louis Scott Gallagher (SLSG),,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
St. Louis Stars SC,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
United Capital City Soccer Club,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
United Springfield Academy,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
United STL Academy FC,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Unified Legacy FC,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Upstart Athletics,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Washington Soccer Academy,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Webster Groves Soccer Club,,MO,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Big Sky Futbol Club,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Big Timber Wolves,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Bigfork Soccer Club,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Billings United Soccer Club,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Clark Fork Soccer Alliance,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
FCA Greater Helena – FCA Sports,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Flathead Rapids,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Flathead Valley United FC,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Florence Youth Soccer,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Football Club Frenchtown,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Gallatin Elite Soccer Club,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Glacier Surf Soccer Club,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Helena Youth Soccer Association,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Kootenai Rapids Soccer Club,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Laurel Storm Soccer Club,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Lewistown Soccer Club,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Livingston Youth Soccer,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Mining City FC,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Montana Rush Soccer Club,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Montana Surf Soccer Club,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
North Valley Soccer Club,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Polson FC,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Queen City Football Club,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Real Billings FC,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Red Lodge Soccer,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Sidney Soccer Association,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Southwest Soccer Club,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Stevensville Sabres Soccer Club,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Strikers FC Missoula,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Wildhorse Youth Soccer Association,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Yellowstone Soccer Association,,MT,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Nebraska State Soccer Association (NSS),,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
402 Development Academy,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Azzurri Soccer Club,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Bellevue Soccer Club,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Bennington Soccer Club,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Blair FC,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Christ the King Soccer Club,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Columbus Soccer Club,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Diablos FC,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Eagles FC,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Elkhorn Athletic Association,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Evolution Soccer Club,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Fremont Soccer Club,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Gretna Elite Academy,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Hastings Soccer Club,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Heartland FC,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Impact Football Academy,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Impact Wolves Soccer Academy,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Kearney Soccer Club,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Lex Soccer Unifit,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Lincoln Spirit Soccer Club,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Lincoln Surf,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Nebraska City Soccer Club,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Nebraska Roots,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Nebraska State Soccer,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Nebraska Youth Soccer League (NYSL),,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Norfolk Express Soccer Club,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Norfolk Football Club,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
North Platte United Soccer,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Omaha Surf,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Omaha United Soccer Club,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Papillion Soccer Club,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Plattsmouth Soccer Club,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Ralston Soccer Club,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Southeast Soccer Club,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Sporting Nebraska FC,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Sting Nebraska,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Twin County Soccer Club,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
United Association Football,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Western Nebraska FC,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Wolves Soccer Club,,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
YMCA Soccer Program (Lincoln YMCA),,NE,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Nevada Youth Soccer Association (NYSA),,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
ALBION SC Las Vegas,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Battleborn Futbol Club,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Boulder City Parks & Recreation – Youth Soccer,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Carson F.C.,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
City of Henderson Youth Soccer,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
City of Las Vegas Youth Sports Leagues – Soccer,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Downtown Las Vegas Soccer Club,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
El Sol de Nevada Soccer League,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Great Basin Youth Soccer League,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Heat FC / Las Vegas Heat Surf,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
i9 Sports Henderson (Soccer),,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Las Vegas Diversity FC,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Las Vegas Elite FC,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Las Vegas Sports Academy (LVSA),,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Las Vegas Tactical FC,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
National Youth Sports Nevada – Soccer,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Nevada Alliance Youth Soccer League,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Nevada FC,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Nevada Rush,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Nevada South Youth Soccer League,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Nevada Youth Soccer Association (NYSA),,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
North Vegas Youth Soccer,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Players Soccer Club,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
PRIME Soccer Club,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Reno APEX Soccer Club,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Reno Sparks Soccer League,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Reno Youth Sports Association,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Sierra Surf Soccer Club,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Soccer Academy Nevada,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Soccer Shots Henderson / Las Vegas,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Soccer Shots Reno,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Southern Nevada Soccer Association,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
Southern Nevada Soccer Association (SNSA),,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
South Tahoe FC,,NV,National Directory (ussoccerparent.com),TBD,Unknown,,,Mixed,national_clubs.csv
