team_id,club_id,team_name,club_name,age_group,conference,league,season
117267,47,FC Dallas Academy B15 Gonzalez,FC Dallas Academy B15 Gonzalez,B2015,NTX,Pre-ECNL Boys,2025-26
96499,47,FC Dallas Pre-ECNL B14 A Reyes,FC Dallas Pre-ECNL B14 A Reyes,B2015,NTX,Pre-ECNL Boys,2025-26
96497,47,FC Dallas Pre-ECNL B14 Bailey,FC Dallas Pre-ECNL B14 Bailey,B2015,NTX,Pre-ECNL Boys,2025-26
96498,47,FC Dallas Pre-ECNL B14 Medina,FC Dallas Pre-ECNL B14 Medina,B2015,NTX,Pre-ECNL Boys,2025-26
116033,47,FC Dallas Pre-ECNL B14 P Reyes,FC Dallas Pre-ECNL B14 P Reyes,B2015,NTX,Pre-ECNL Boys,2025-26
96500,47,FC Dallas Pre-ECNL B14 Redzic,FC Dallas Pre-ECNL B14 Redzic,B2015,NTX,Pre-ECNL Boys,2025-26
96501,47,FC Dallas Pre-ECNL B14 Thornber,FC Dallas Pre-ECNL B14 Thornber,B2015,NTX,Pre-ECNL Boys,2025-26
117270,47,FC Dallas Pre-ECNL B16 Fernandez,FC Dallas Pre-ECNL B16 Fernandez,B2015,NTX,Pre-ECNL Boys,2025-26
116001,47,FC Dallas Pre-ECNL B16 Flores,FC Dallas Pre-ECNL B16 Flores,B2015,NTX,Pre-ECNL Boys,2025-26
116002,47,FC Dallas Pre-ECNL B16 Jones,FC Dallas Pre-ECNL B16 Jones,B2015,NTX,Pre-ECNL Boys,2025-26
116003,47,FC Dallas Pre-ECNL B16 Lopez-Perez,FC Dallas Pre-ECNL B16 Lopez-Perez,B2015,NTX,Pre-ECNL Boys,2025-26
116004,47,FC Dallas Pre-ECNL B16 Redwine,FC Dallas Pre-ECNL B16 Redwine,B2015,NTX,Pre-ECNL Boys,2025-26
116005,47,FC Dallas Pre-ECNL B16 Redzic,FC Dallas Pre-ECNL B16 Redzic,B2015,NTX,Pre-ECNL Boys,2025-26
116006,47,FC Dallas Pre-ECNL B16 Reyes,FC Dallas Pre-ECNL B16 Reyes,B2015,NTX,Pre-ECNL Boys,2025-26
97001,47,FC Dallas Pre-ECNL B17 Hickam,FC Dallas Pre-ECNL B17 Hickam,B2015,NTX,Pre-ECNL Boys,2025-26
95424,2127,Fever United FC Pre-ECNL B14 Mee,Fever United FC Pre-ECNL B14 Mee,B2015,NTX,Pre-ECNL Boys,2025-26
113486,2127,Fever United FC Pre-ECNL B14 Vasquez,Fever United FC Pre-ECNL B14 Vasquez,B2015,NTX,Pre-ECNL Boys,2025-26
96372,3694,Kernow Storm FC Pre-ECNL B14 Bradford,Kernow Storm FC Pre-ECNL B14 Bradford,B2015,NTX,Pre-ECNL Boys,2025-26
117471,3694,Kernow Storm FC Pre-ECNL B14 Jarjoura,Kernow Storm FC Pre-ECNL B14 Jarjoura,B2015,NTX,Pre-ECNL Boys,2025-26
116551,3694,Kernow Storm FC Pre-ECNL B16 Bradford,Kernow Storm FC Pre-ECNL B16 Bradford,B2015,NTX,Pre-ECNL Boys,2025-26
95876,3717,NTX Celtic FC Pre-ECNL B14 Brice,NTX Celtic FC Pre-ECNL B14 Brice,B2015,NTX,Pre-ECNL Boys,2025-26
114964,3717,NTX Celtic FC Pre-ECNL B14 Shaffer,NTX Celtic FC Pre-ECNL B14 Shaffer,B2015,NTX,Pre-ECNL Boys,2025-26
95877,3717,NTX Celtic FC Pre-ECNL B14 Shirley,NTX Celtic FC Pre-ECNL B14 Shirley,B2015,NTX,Pre-ECNL Boys,2025-26
98541,4371,NTX UNITED FC - Pre-ECNL 16B Fannin,NTX UNITED FC - Pre-ECNL 16B Fannin,B2015,NTX,Pre-ECNL Boys,2025-26
99954,4371,NTX UNITED FC Pre-ECNL B14 Myers,NTX UNITED FC Pre-ECNL B14 Myers,B2015,NTX,Pre-ECNL Boys,2025-26
