club_id,team_id,club_name,conference,age_group
2289,46826,LA Breakers FC,Southwest,B2008
86,45958,SDSC Surf,Southwest,B2008
300,65860,Rebels SC,Southwest,B2008
101,113987,Solar SC Academy,Texas,B2013
62,114685,Lonestar Soccer Club Black,Texas,B2013
35,114023,DKSC,Texas,B2013
10,69769,Albion Hurricanes FC,Texas,B2013
1772,95935,RISE SC,Texas,B2013
1771,80582,BVBIA,Texas,B2013
29,111255,Colorado Rapids,Texas,B2013
2519,114686,San Antonio City SC,Texas,B2013
3234,113827,FC Westlake,Texas,B2013
106,43043,Tulsa SC,Texas,B2013
101,76665,SOLAR SC,Texas,B2013
4304,111245,SAFC,Texas,B2013
1772,94435,RISE SC,Texas,B2012
29,81412,Colorado Rapids,Texas,B2012
1771,95867,BVBIA,Texas,B2012
35,94512,DKSC,Texas,B2012
47,94660,FC Dallas White,Texas,B2012
101,60621,SOLAR SC,Texas,B2012
3234,84555,FC Westlake,Texas,B2012
62,114684,Lonestar Soccer Club Black,Texas,B2012
2519,95963,San Antonio City SC,Texas,B2012
106,92791,Tulsa SC,Texas,B2012
4304,81510,SAFC,Texas,B2011
29,81111,Colorado Rapids,Texas,B2011
37,81240,Dallas Texans,Texas,B2011
47,69608,FC Dallas White,Texas,B2011
35,81106,DKSC,Texas,B2011
1771,67947,BVBIA,Texas,B2011
2519,82495,San Antonio City SC,Texas,B2011
3234,94601,FC Westlake,Texas,B2011
62,114691,Lonestar Soccer Club Black,Texas,B2011
106,43036,Tulsa SC,Texas,B2011
101,82751,Solar SC Academy,Texas,B2010
29,69487,Colorado Rapids,Texas,B2010
47,69576,FC Dallas Red,Texas,B2010
101,59418,SOLAR SC,Texas,B2010
37,69514,Dallas Texans,Texas,B2010
106,66280,Tulsa SC,Texas,B2010
62,114694,Lonestar Soccer Club Red,Texas,B2010
47,69544,FC Dallas White,Texas,B2010
2519,69976,San Antonio City SC,Texas,B2010
62,114682,Lonestar Soccer Club Black,Texas,B2010
1772,80423,RISE SC,Texas,B2009
101,60172,SOLAR SC,Texas,B2009
1771,56481,BVBIA,Texas,B2009
10,48116,Albion Hurricanes FC,Texas,B2009
3234,94603,FC Westlake,Texas,B2009
2133,59604,OK Energy FC,Texas,B2009
106,30648,Tulsa SC,Texas,B2009
37,59908,Dallas Texans,Texas,B2009
47,48488,FC Dallas White,Texas,B2009
62,114681,Lonestar Soccer Club Black,Texas,B2009
1772,80425,RISE SC,Texas,B2008
2519,46102,San Antonio City SC,Texas,B2008
62,114692,Lonestar Soccer Club Red,Texas,B2008
29,50072,Colorado Rapids,Texas,B2008
4304,81514,SAFC,Texas,B2008
1771,44976,BVBIA,Texas,B2008
2258,46089,HTX,Texas,B2008
35,58709,DKSC,Texas,B2008
101,46793,SOLAR SC,Texas,B2008
10,46865,Albion Hurricanes FC,Texas,B2008
2133,46107,OK Energy FC,Texas,B2008
3234,94604,FC Westlake,Texas,B2008
47,69582,FC Dallas White,Texas,B2008
37,46857,Dallas Texans,Texas,B2008
62,114679,Lonestar Soccer Club Black,Texas,B2008
